Date	Title
2014-02-23 	China's Huawei seeks U.S. foothold in smartphone race -exec
2014-02-23 	China's Huawei seeks U.S. foothold in smartphone race: executive
2014-02-24 	Germany's Loewe seeks new investor after group withdraws
2014-02-24 	Tie, tee or tiz? Operating systems also-rans seek to outsmart Google, Apple
2014-02-24 	Samsung debuts top-end smartphone, with wearables on the side
2014-02-25 	Chipmaker Avago forecasts sequential revenue decline
2014-02-26 	S.Korean court confirms 4-year jail term for SK chairman
2014-02-26 	STMicro shares rise on reported market stabilisation
2014-02-26 	EU closes case after Huawei, InterDigital settle patent dispute
2014-02-27 	Honey, can you pick up a tablet at the grocery store?
2014-02-27 	Seoul shares extend gains slightly as foreign investors buy
2014-02-28 	Laird full-year profit slips as research expenses jump
2014-03-01 	CORRECTED-RPT-Honey, can you pick up a tablet at the grocery store?
2014-03-01 	LG Chem CEO says mulls electric car battery plant in China
2014-03-01 	CORRECTED-Honey, can you pick up a tablet at the grocery store?
2014-03-03 	Google,Samsung ask China to limit Microsoft-Nokia deal-Bloomberg
2014-03-09 	Korea's quirky messaging apps go on offensive in text-happy Indonesia
2014-03-10 	Chinese state-owned firm offers to buy chipmaker Montage
2014-03-10 	Samsung S5 launch coincides with Korean carriers' phone sales suspension
2014-03-11 	Seoul shares touch 3-week low as China worries persist
2014-03-11 	SINGAPORE PRESS-Creative Technologies unit sues Apple, Samsung: Business Times
2014-03-12 	S.Korea shares rebound on bargain-hunting; China worries persist
2014-03-12 	TSMC raises Q1 outlook, margin targets on higher chip demand
2014-03-13 	Toshiba, SanDisk sue Hynix over suspected flash memory technology leak
2014-03-18 	Google says Android watches to be available later this year
2014-03-18 	Seoul shares steady as investors await Fed decision
2014-03-19 	Seoul shares slip on Fed rate outlook, persistent foreign selling
2014-03-19 	India's Karbonn Mobiles sees $1.3 bln rev in FY15 on smartphone boom
2014-03-25 	Nanoco says its quantum dots closer to commercial roll out
2014-03-25 	Seoul shares rise to 2-week high on U.S. data, China hopes
2014-03-25 	Sony counts on 'selfies', video calls to drive image sensor growth
2014-03-26 	Seoul shares edge up on Samsung Elec rally as Ukraine crisis persists
2014-03-26 	Samsung Galaxy S5 rollout moved forward in South Korea
2014-03-26 	Samsung Galaxy S5 rollout moved forward in S.Korea
2014-03-27 	Samsung Electronics shares extend gains as earnings worries ease
2014-03-30 	Seoul shares flat in choppy trade; Samsung SDI jumps on Cheil deal
2014-03-31 	Samsung Electronics' mobile head paycheck hits $5.8 million, beating Apple's Cook
2014-03-31 	Samsung Elec's mobile head paycheck hits $5.8 mln, beating Apple's Cook
2014-03-31 	New iPhone 6 screens to enter production as early as May -sources
2014-04-01 	New iPhone 6 screens to enter production as early as May: sources
2014-04-01 	Apple seeks decisive U.S. court ruling against Samsung
2014-04-01 	Apple again seeks decisive U.S. court ruling against Samsung
2014-04-02 	Samsung chairman ordered to appear in Indian court in decade-old dispute
2014-04-03 	White House objects to Samsung's use of Obama photo
2014-04-04 	Officials praise Samsung's Galaxy S5 antitheft features
2014-04-07 	Samsung Electronics shifts focus to costs, cheaper phones as first quarter profit seen falling
2014-04-07 	Samsung Elec shifts focus to costs, cheaper phones as Q1 profit seen falling
2014-04-07 	BlackBerry defeats NXP in U.S. trial over patents
2014-04-08 	Intel closes Costa Rica operation, cuts 1,500 jobs
2014-04-08 	South Korean won extends gain by more than 1 percent
2014-04-08 	S.Korean stocks up, won closes at strongest in over 3 months
2014-04-08 	Wearable chip start-up Ineda gets funding from Qualcomm and Samsung
2014-04-09 	In smartphone mass-market, Samsung, Apple have margins on their minds
2014-04-10 	Aircraft suppliers woo with new tech in a tablet-toting world
2014-04-13 	S.Korea stocks little-changed despite Wall St doom, won eases
2014-04-15 	Smartphone makers, carriers embrace anti-theft initiative
2014-04-16 	Samsung Heavy says proceeds $618 mln ship order as planned
2014-04-22 	Chipmaker Skyworks forecasts upbeat quarter; shares up 12 pecrent
2014-04-23 	Chip designer ARM sees smartphone recovery in second half
2014-04-24 	Synaptics revenue jumps 25 pct on higher mobile chip demand
2014-04-24 	Synaptics revenue jumps 25 percent on higher mobile chip demand
2014-04-24 	Seoul shares down on corporate earnings, won edges up
2014-04-27 	Samsung says number of Galaxy S5s with non-working camera small
2014-04-28 	Samsung Elec says expects Q2 handset shipments to be similar to Q1
2014-04-28 	Samsung Elec Q1 operating profit dips 3 pct, in line with guidance
2014-04-28 	Samsung Electronics says expects second-quarter handset shipments to be similar to first quarter
2014-04-28 	Samsung  Electronics sells 89 million smartphones in first-quarter, market share falls: research firm
2014-04-28 	INDONESIA PRESS-XL Axiata aims to add 10 mln smartphone users in 2014: Investor Daily
2014-04-28 	Samsung Elec sells 89 mln smartphones in Q1, market share falls: research firm
2014-04-28 	Corning reports 26 pct rise in revenue
2014-04-29 	Apple, Samsung make final pitches to U.S. jury in patent trial
2014-04-29 	Apple makes final pitch to U.S. jury in Samsung trial
2014-04-29 	EU Commission says accepts Samsung's offer in patents dispute
2014-04-29 	Chipmaker RF Micro forecasts 1st-quarter results above estimates
2014-04-29 	Samsung resumes ads with LA Clippers after NBA's  decision
2014-04-29 	LG Electronics says higher TV marketing could blunt Q2 earnings
2014-04-29 	Chipmaker RF Micro says rise in smartphone sales to fuel growth
2014-04-29 	European Union moves to end smartphone patent wars
2014-04-30 	INSIGHT-Rivals poach Publicis, Omnicom clients, staff as merger faces snags
2014-04-30 	Seoul stocks at 5-week closing low, won has best month since Sept
2014-05-01 	Rivals poach Publicis, Omnicom clients, staff as merger faces snags
2014-05-01 	Google faces antitrust lawsuit on US mobile internet search
2014-05-02 	Jury reaches verdict in Apple-Samsung patents trial
2014-05-02 	Google faces antitrust lawsuit on U.S. mobile internet search
2014-05-02 	U.S. jury finds Samsung infringed two Apple patents
2014-05-07 	South Korea's Samsung SDS plans IPO this year
2014-05-07 	S.Korea's Samsung SDS plans IPO this year: Yonhap
2014-05-07 	Samsung Elec replaces mobile design head
2014-05-08 	Samsung Electronics replaces mobile design head
2014-05-09 	Samsung Heavy wins LNG vessel order for $410 mln
2014-05-11 	Samsung Electronics chief Lee hospitalised after cardiac procedure
2014-05-11 	World Cup comes two years too early for Samsung, LG UHD TVs
2014-05-11 	Samsung Electronics chief Lee hospitalized after cardiac procedure
2014-05-12 	Seoul stocks climb to over 2-week high, won firms
2014-05-12 	S.Korean stocks rise for 3rd day on Samsung Elec rally, won flat
2014-05-12 	Samsung Elec jumps over 4 pct on restructuring speculation
2014-05-13 	BlackBerry to let rival systems manage its devices
2014-05-14 	Korea meeting fixed income investors
2014-05-14 	REFILE-UK clears Samsung's KNOX smartphones for official communications
2014-05-14 	UK clears Samsung's KNOX smartphones for official communications
2014-05-16 	Apple, Google settle smartphone patent litigation
2014-05-19 	Lesson from the smartphone wars: Litigation is not a business plan
2014-05-22 	Samsung Total says cleans up small petrochem leak from its S.Korea plant
2014-05-22 	S.Korea's Samsung SDS picks Goldman, JPM to advise listing this year-sources
2014-05-23 	Samsung may unveil 'watch-phone' as early as June: WSJ
2014-05-23 	Samsung may unveil 'watch-phone' as early as June -WSJ
2014-05-26 	Japan Display may tie up on OLED panels with Sony, Panasonic-sources
2014-05-29 	Anite sells travel reservation business for 45 mln stg
2014-05-29 	Anite sells travel reservation business for 45 million pounds
2014-05-30 	Samsung Electronics system chips head steps down
2014-05-30 	Samsung says to produce phones, appliances in Venezuela this year
2014-06-02 	Seadrill signs $1.1 bln rig deal with Total
2014-06-02 	S.Korean stocks pare losses; Samsung Everland IPO plan on focus
2014-06-03 	Samsung settles patent litigation with Interdigital
2014-06-04 	Amazon stirs smartphone launch talk with June 18 event
2014-06-05 	For Samsung heirs, little choice but to grin and bear likely $6 billion tax bill
2014-06-06 	Apple to make 3-5 mln smartwatches monthly, sales begin Oct -report
2014-06-06 	Apple to make 3-5 million smartwatches monthly, sales begin October: report
2014-06-09 	S.Korean won closes near 6-year high; stocks edge down
2014-06-11 	S.Korean won eases on risk averse sentiment, stocks edge down
2014-06-16 	Siri software maker Nuance has held sale talks: WSJ
2014-06-16 	CORRECTED-Siri software maker Nuance has held sale talks: WSJ
2014-06-16 	S.Korean won eases for 3rd day as Iraq unrest weighs, stocks flat
2014-06-16 	Samsung software bet rests on future beyond phones
2014-06-16 	Samsung Electronics, juggling $60 billion cash, bulks up on bonds
2014-06-17 	REFILE-Samsung Electronics' display unit considers building Vietnam factory
2014-06-17 	Samsung Everland picks Daewoo, Citi, JPM and Woori to advise on IPO-sources
2014-06-17 	Samsung Electronics' display unit considers building Vietnam factory
2014-06-18 	Amazon unveils 3D 'Fire' phone
2014-06-18 	S.Korean won skids for a 5th day before Fed meeting outcome
2014-06-18 	Seoul stocks pare gains as Samsung Elec weighs, won up on Fed
2014-06-19 	S.Korea stocks edge up, won snaps 5-day skid on U.S. Fed relief
2014-06-20 	U.S. court rejects Gemalto's Android patent lawsuit
2014-06-25 	Samsung Electronics CFO warns of soft Q2 earnings
2014-06-25 	Samsung Electronics CFO warns of soft second quarter earnings
2014-06-25 	"Google unveils ""Fit"" health, fitness tracking platform"
2014-06-25 	Google sets sights beyond smartphones at annual developer conference
2014-06-25 	Google sets sights on TVs, cars and watches, beyond mere smartphones
2014-06-26 	LG Household walks away from Elizabeth Arden after restructuring news
2014-07-01 	S.Korean stocks edge down on profit taking; won steady
2014-07-02 	Samsung Display says $1 bln Vietnam factory investment approved
2014-07-03 	S.Korean won hits fresh 6-year high; stocks inch down
2014-07-06 	Samsung Electronics faces falling profits as succession looms
2014-07-06 	U.S. tightens security on electronics at overseas airports
2014-07-07 	Brazil bandits steal $36 million of Samsung phones, computers
2014-07-07 	Brazil bandits steal $36 mln of Samsung phones, computers
2014-07-07 	S.Korea won retreats from six-year high levels; stocks ease
2014-07-08 	Smartphones weigh on Samsung Electronics as guidance disappoints
2014-07-08 	Incoming South Korean minister cites weak economy; Samsung, retail lag
2014-07-08 	REFILE-WRAPUP 1-Incoming S. Korean minister cites weak economy; Samsung, retail lag
2014-07-08 	KLA-Tencor says June quarter booking above expectations
2014-07-08 	S.Korea stocks set for worst day in 2 weeks; won flat
2014-07-08 	GLOBAL MARKETS-Asia stocks pause at 3-yr peak, earnings test looms
2014-07-10 	Samsung Electronics looks into child labor allegations at China supplier
2014-07-10 	Samsung Electronics looks into child labour allegations at China supplier
2014-07-13 	Samsung Elec says found evidence of suspected child labour at China supplier
2014-07-15 	China's Xiaomi to invest in India, launches budget smartphones
2014-07-15 	Google's Nest launches network technology for connected home
2014-07-16 	Chip toolmaker ASML exceeds Q2 forecasts, but full-year seen below expectations
2014-07-16 	Taiwan's TSMC sees record revenue this year on smartphone demand
2014-07-16 	Samsung battles on two fronts as Apple readies iPhone 6
2014-07-17 	S.Korea sells up to $292 mln IBK shares-media
2014-07-17 	Taiwan's TSMC shares fall on Apple, Qualcomm order loss reports
2014-07-18 	Smartphone suit against Google plays into rivals' hands
2014-07-18 	Samsung handset division managers return part of bonuses: source
2014-07-18 	Samsung Elec handset division managers give back quarter of their bonuses-source
2014-07-21 	Production halted at Samsung China supplier amid child labour probe
2014-07-22 	Google must face class action over kids' in-apps purchases
2014-07-22 	Apple revenue lags Street's view despite strong China growth
2014-07-22 	Strong licensing helps ARM's earnings in second quarter
2014-07-22 	China's Xiaomi announces latest flagship Mi 4 smartphone
2014-07-24 	In China, Apple's focus pays off while Samsung feels squeeze
2014-07-24 	Amazon's 'Fire' smartphone has chips from Qualcomm, Samsung, NXP
2014-07-24 	Amazon's 'Fire' smartphone contains chips from Qualcomm, Samsung, NXP
2014-07-24 	LG Electronics Q2 profit up 26.5 pct, beats estimates
2014-07-24 	ASM International sees Q3 revenue drop on lower orders
2014-07-24 	RF Micro forecasts strong 2nd-qtr results
2014-07-25 	Bose sues Beats over headphone noise-cancellation patents
2014-07-25 	CORRECTED-S.Korean stocks end slightly higher, won edges up
2014-07-28 	Huawei says ships 34 mln smartphones in H1 globally, up 62 pct y/y
2014-07-29 	Huawei says ships 34 million smartphones in H1 globally, up 62 percent year-on-year
2014-07-30 	S.Korea stocks set to snap 4-day rise on profit-taking, won pressured
2014-07-30 	Samsung Elec says third quarter handset, tablet shipments to rise 10 percent vs second quarter
2014-07-31 	Audience forecasts weak quarter after Samsung's profit warning
2014-07-31 	Audience revenue falls 17 pct due to weak sales to smartphones
2014-07-31 	Xiaomi's star rises as Chinese handset makers gnaw at Samsung's share: report
2014-08-04 	Shinyang Engineering says China unit to resume supplying Samsung Electronics
2014-08-05 	Samsung Elec, Apple agree to drop patent lawsuits outside U.S.: Samsung says
2014-08-05 	Samsung Elec says to cut business with Shinyang's China unit by 30 pct
2014-08-08 	Seadrill wins $497 mln Exxon contract in Nigeria
2014-08-08 	LG Electronics seeks fresh smartphone start in China with G3 launch
2014-08-08 	LG Elec seeks fresh smartphone start in China with G3 launch
2014-08-14 	Applied Materials revenue rises 14.7 pct
2014-08-14 	Samsung buys home-automation startup SmartThings
2014-08-17 	Samsung extends deal as Olympics top sponsor to 2020
2014-08-18 	Hotel Shilla JV preferred bidder for Macau airport duty free shops
2014-08-18 	Samsung submits plan to invest in Indonesian factory-official
2014-08-19 	"Samsung buys U.S. air conditioner firm Quietside in ""smart home"" push"
2014-08-19 	Samsung buys U.S. air conditioner firm Quietside in 'smart home' push
2014-08-21 	Brazil extends tax breaks on computer, smartphone sales
2014-08-25 	Samsung SDS applies for prelim listing approval-sources
2014-08-27 	U.S. judge rejects Apple bid for injunction against Samsung
2014-08-28 	Judge rejects Apple bid for injunction against Samsung
2014-08-28 	New iPhones expected at Sept. 9 Apple event
2014-08-28 	Apple invites media to Sept. 9 event; new iPhones anticipated
2014-08-28 	China supplier of Samsung, Lenovo denies using child workers
2014-08-29 	SoftBank's first Sony smartphone deal takes aim at U.S. market
2014-08-31 	Fingerprint sensors may swirl big gains for Synaptics: Barron's
2014-08-31 	S.Korea shares subdued as weak exports data weigh, won edges lower
2014-09-01 	S.Korea shares fall on concern over exports, won lower
2014-09-02 	INDIA PRESS-Samsung may launch smart home products in India next year: Economic Times
2014-09-02 	Samsung Elec says may acquire rest of Samsung Medison
2014-09-02 	Samsung Electronics says may acquire rest of Samsung Medison
2014-09-03 	Samsung unveils Galaxy Note 4 with extras but no breakaway features
2014-09-03 	Samsung launches virtual reality headset for Galaxy Note 4
2014-09-03 	India's smartphone wars: Google's Android One adds to Samsung's worries
2014-09-03 	Israel's Side-Kick sees boost from virtual reality games
2014-09-04 	Samsung Electronics says will fight Nvidia lawsuit
2014-09-04 	Samsung Elec says will fight Nvidia lawsuit
2014-09-04 	Nvidia sues Qualcomm, Samsung over graphics patents
2014-09-04 	GLOBAL MARKETS-Asian shares hold near 7-year high on Ukraine, ECB hopes
2014-09-04 	"Microsoft launches new ""affordable flagship"" Lumia smartphone"
2014-09-04 	Microsoft launches new 'affordable flagship' Lumia smartphone
2014-09-04 	Huawei unveils phone with sapphire glass, finger-sensor, just days before Apple's iPhone 6 release
2014-09-05 	"Apple's rivals hope its iWatch makes ""wearable"" work"
2014-09-07 	Tuesday’s big iPhone 6 question: Is Apple done leading from behind?
2014-09-10 	Apple hires senior Gap marketing exec : AdAge
2014-09-10 	Apple hires senior Gap marketing exec -AdAge
2014-09-10 	Apple hires senior Gap marketing exec: AdAge
2014-09-10 	Apple payments service may boost sales of larger iPhones
2014-09-14 	Samsung accuses rival LG exec of vandalising washing machines
2014-09-14 	Samsung accuses rival LG exec of vandalizing washing machines
2014-09-17 	INDIA PRESS-Samsung to focus on content; expects to launch in-house OS after Diwali: Economic Times
2014-09-18 	Virtual meets real in Media-Saturn's new store
2014-09-21 	S.Korean shares fall as tech counters weigh; won firmer
2014-09-22 	Google selects HTC for upcoming Nexus tablet: WSJ
2014-09-22 	ARM CEO defends chip technology connected to Nvidia legal fight
2014-09-23 	Samsung Electronics exec says expect quick mobile business turnaround
2014-09-23 	Samsung Electronics executive says expect quick mobile business turnaround
2014-09-24 	Samsung SDS sets preliminary price for $1 billion-plus float: source
2014-09-25 	Reliance Jio raises $750 mln loan from Korea Exim Bank
2014-09-26 	Xiaomi raises Indian smartphone sales goals
2014-10-02 	Ad agency Publicis holds on to key Samsung contract -source
2014-10-02 	Ad agency Publicis holds on to key Samsung contract: source
2014-10-03 	Vietnam sees 2014 trade surplus of $1.5 bln on stronger exports
2014-10-05 	SK Hynix shares fall sharply after Samsung Elec chip investment news
2014-10-06 	Samsung Electronics says third quarter profit likely down 60 percent on year
2014-10-06 	Samsung Electronics makes $14.7 billion bet with new South Korean chip plant
2014-10-06 	Samsung Electronics says Q3 profit likely down 60 pct on year
2014-10-07 	Samsung Electronics heads for annual profit fall after weak third-quarter guidance
2014-10-07 	Samsung seeks Hong Kong arbitration after Microsoft lawsuit
2014-10-07 	Flash-storage player SolidFire raises $82 million
2014-10-07 	Samsung brings arbitration against Microsoft after patent royalty lawsuit
2014-10-09 	British entrepreneur turns Midas touch to Samsung phones
2014-10-12 	Samsung shares could gain as much as 50 percent -Barron's
2014-10-13 	Samsung Electronics CEO hoses down chip war fears
2014-10-13 	Samsung Elec CEO hoses down chip war fears
2014-10-14 	Samsung's Cheil Industries submits plans for roughly $1.4 bln IPO -source
2014-10-14 	Samsung's Cheil Industries submits plans for roughly $1.4 billion IPO: source
2014-10-15 	ASML sticks to FY targets as some customers wait to buy latest gear
2014-10-21 	Heirs of Samsung's Lee don't plan to sell shares in holding firm IPO: source
2014-10-25 	South Korea fund to abstain from Samsung merger vote, wants share buybacks
2014-10-25 	S.Korea fund to abstain from Samsung merger vote, wants share buybacks
2014-10-26 	Shareholders approve Samsung Heavy & Samsung Engineering merger
2014-10-27 	Samsung Group heir apparent seeks small stakes in insurance affiliates
2014-10-28 	Speciality glass maker Corning's quarterly net sales rise 23 pct
2014-10-28 	Smartphone launches boost Gorilla glass maker Corning
2014-10-29 	Korea Inc targets 'golden singles' amid consumer slump
2014-10-30 	Samsung seeks smartphone revamp to arrest profit slide
2014-10-30 	Samsung Electronics shares rally on earnings, shareholder returns hopes
2014-10-30 	Xiaomi moves into third place in global smartphone war
2014-10-31 	Samsung Electronics seeks China comeback with first metallic smartphones
2014-11-04 	Siemens paves way to hive off healthcare: sources
2014-11-04 	Siemens paves way to hive off healthcare -sources
2014-11-10 	Atlantic Basin Refining to buy, restart Hovensa St. Croix Refinery
2014-11-13 	Samsung SDS doubles IPO price on debut after $1.1 bln listing
2014-11-13 	Samsung Electronics chases curved smartphone wave to beat flat-screen crowd
2014-11-13 	BlackBerry in new business solutions push, inks partnerships
2014-11-13 	CANADA STOCKS-Energy shares pull TSX lower; BlackBerry jumps
2014-11-13 	CANADA STOCKS-TSX lower as oil slump hurts energy stocks; BlackBerry shines
2014-11-14 	Samsung SDS strong debut frees cash for Lee's successors
2014-11-14 	Samsung Electronics sees squeeze in African growth as economy slows
2014-11-16 	Little-known Taiwanese chip designer spawns low-priced smartphone boom
2014-11-17 	Reliance Jio raises $1.5 billion to refinance loans
2014-11-18 	Samsung Heavy, Samsung Eng scrap merger deal on high share buy back costs
2014-11-18 	Samsung loses bid to freeze Microsoft's U.S. lawsuit over royalties
2014-11-19 	Samsung Group units scrap $2.5 billion merger on shareholder opposition
2014-11-20 	Chipmaker Marvell's fourth-quarter revenue forecast disappoints
2014-11-20 	Google, Rockstar agree to settle patent litigation: filing
2014-11-21 	Korea's chaebols feel the heat as shareholders scrap Samsung merger
2014-11-24 	Samsung Electronics wins $3 bln Vietnam project licence
2014-11-24 	Samsung Electronics wins $3 billion Vietnam project license
2014-11-25 	Samsung Group sells shares in chemical, defense arms for $1.7 billion
2014-11-25 	Samsung Group says to sell 4 units to Hanwha Group for $1.7 bln
2014-11-26 	U.S. appeals court rejects Motorola Mobility price-fixing lawsuit
2014-11-26 	U.S. court rejects Motorola Mobility price-fixing appeal
2014-11-26 	Samsung IPO offers ringside seat for restructuring
2014-11-27 	Staff fear the chop in Samsung Elec annual reshuffle
2014-11-27 	Staff fear the chop in Samsung Electronics annual reshuffle
2014-11-30 	Hanwha Chemical drops review of buying Dow Chemical chlorine biz
2014-11-30 	Samsung Elec retains mobile division chief: Samsung Group
2014-12-01 	Canadian banks embrace new technology to woo younger clients
2014-12-02 	Samsung Electronics exits fibre optics amid sharper focus on reviving smartphones
2014-12-03 	Formation 8 raises $500 million for second venture fund
2014-12-03 	Samsung Elec makes 165 executive-level promotions vs 227 in 2013
2014-12-04 	S.Korea government offers shares worth up to $280 mln in IBK
2014-12-04 	Samsung asks appeals court to throw out $930 million damages in Apple infringement case
2014-12-15 	Brazil prosecutors indict second former Petrobras executive
2014-12-15 	Another former Petrobras executive charged in Brazil scandal
2014-12-15 	China's Xiaomi booked $56 million profit in 2013 -filing
2014-12-16 	China's Xiaomi booked $56 million profit in 2013: filing
2014-12-18 	S.Korean shares rally on Fed comments; won flat
2014-12-18 	U.S. judge says concerned about Google antitrust lawsuit
2014-12-18 	Samsung Electronics shares rise more than 4 pct on dividend, profit recovery hopes
2014-12-19 	Samsung Electronics may raise 2014 dividend by up to 50 percent vs. 2013
2014-12-19 	Samsung Electronics says may raise 2014 dividend by 30 pct-50 pct vs 2013
2014-12-26 	Toshiba CEO says will consider overseas locations for chip plant
2014-12-28 	For Qualcomm, China settlement may be just the beginning
2014-12-30 	Taiwan clears Xiaomi, other smartphone brands of breaching data privacy
2014-12-31 	Public scorn greets LG and Samsung's storm in a washing drum
2014-12-31 	Samsung Electronics says new smart TVs in 2015 to run Tizen platform
2015-01-03 	India's Micromax plans up to $500 million IPO: paper
2015-01-03 	India's Micromax plans up to $500 mln IPO -paper
2015-01-04 	Xiaomi revenue doubled to $12 bln in 2014: CEO microblog
2015-01-04 	Xiaomi revenue doubled to $12 billion in 2014: CEO microblog
2015-01-05 	Samsung Electronics seeks fresh start with new TVs after tough 2014
2015-01-05 	Denmark's Bang & Olufsen would listen to bid approaches
2015-01-07 	Samsung Electronics says fourth quarter operating profit likely down 37.4 percent y/y
2015-01-08 	Chipmaker ARM picks easyJet's Chris Kennedy as new CFO
2015-01-13 	Hyundai executives fail to sell $1.25 billion in shares, complicating succession
2015-01-14 	Samsung Electronics says has no plan to acquire Blackberry
2015-01-14 	BlackBerry options activity surges on Samsung approach report
2015-01-14 	REFILE-Samsung Elec launches long-delayed Tizen smartphone in India
2015-01-14 	Sequoia, Samsung invest in Israeli mobile video chat app Rounds
2015-01-14 	CANADA STOCKS-TSX hits 4-week low but BlackBerry soars on takeover report
2015-01-14 	Canada PM's office won't comment on reported Samsung bid for BlackBerry
2015-01-15 	Dwindling growth options push Samsung Elec to M&A
2015-01-15 	Dwindling growth options push Samsung Electronics to M&A
2015-01-15 	CANADA STOCKS-TSX declines as energy, Bombardier shares drop
2015-01-15 	CANADA STOCKS-TSX climbs with resource shares; BlackBerry dives
2015-01-20 	Israel's EarlySense raises $20 mln in Samsung-led funding round
2015-01-20 	Samsung's Tizen smartphone makes poor first impression in India
2015-01-21 	Samsung Elec won't use Qualcomm chip for new Galaxy S phone -Bloomberg
2015-01-21 	Samsung drops Qualcomm processors in next Galaxy S: report
2015-01-22 	LG Electronics says no overheating issue with new Qualcomm processor
2015-01-26 	Lenovo's Motorola looks to take market share from China rivals
2015-01-26 	Samsung SDI: Weak oil prices won't hurt long-term electric vehicle outlook
2015-01-27 	Apple takes top spot in Chinese smartphone market: data firm
2015-01-27 	Glass maker Corning's quarterly net sales rise 22.9 pct
2015-01-27 	Corning expects Gorilla glass to drive sales in first quarter
2015-01-28 	'Zombies' haunt Vietnam's trade bonanza bid
2015-01-28 	Shares in Apple suppliers leap on record results
2015-01-28 	Zombies haunt Vietnam's trade bonanza bid
2015-02-02 	Samsung Elec will consider M&A when appropriate: executive
2015-02-02 	Japan's Sharp sees 3rd loss in 4 years as smartphone display sales sag
2015-02-02 	Samsung Elec will consider M&A when appropriate: exec
2015-02-02 	Intel buys former Infineon 'Internet of Things' chip unit Lantiq
2015-02-02 	"Intel buys former Infineon ""Internet of Things"" chip unit Lantiq"
2015-02-03 	Japan tech strategy shifts see Sharp skid as Panasonic prospers
2015-02-05 	Nissan Motor expands plan for Rogue exports to U.S. from South Korea
2015-02-05 	Nissan Motor expands plan for Rogue exports to U.S. from S.Korea
2015-02-05 	Exclusive: Apple's health tech takes early lead among top hospitals
2015-02-05 	Display makers look to next-generation cars to drive growth
2015-02-09 	Microsoft, Samsung settle contract dispute over patents
2015-02-09 	Amid mobile slump, Samsung needs more outside customers for its chips and panels
2015-02-10 	With antitrust deal done, Qualcomm still faces China challenges
2015-02-10 	Samsung Display to invest 4 trln won in new OLED production line
2015-02-10 	Amid mobile slump, Samsung needs more outside customers for chips, panels
2015-02-13 	Freescale Semiconductor has hired bankers to explore possible sale: NY Post
2015-02-15 	LG Elec appliances chief indicted over damaged Samsung washers
2015-02-15 	LG Electronics executive indicted over damaged Samsung washers
2015-02-16 	LG Elec takes fight with Samsung over washer damage to YouTube
2015-02-18 	China's WeChat sends a message to Line and Kakao in their home turf
2015-02-19 	Chipmaker Dialog Q4 oper profit beats expectations
2015-02-20 	Google wins dismissal of U.S. lawsuit over Android app limits
2015-02-24 	U.S. raises concerns over 'made in Indonesia' smartphone law
2015-02-24 	Opera offers new feature for free access to mobile Web apps
2015-02-24 	Samsung Electronics, China trade deal give boost to South Korea's yuan hub ambitions
2015-03-01 	Samsung unveils sleek new Galaxy phones to take on Apple
2015-03-01 	ASML says computer systems briefly compromised, no key data accessed
2015-03-02 	Samsung unveils sleek new Galaxy phones to battle Apple
2015-03-02 	Fingerprint Cards CEO says not supplier to Samsung's Galaxy S6
2015-03-04 	Brazil's Petrobras probe seeks to question overseas witnesses
2015-03-06 	Microsoft sues Kyocera over cell phones, seeks U.S. injunction
2015-03-06 	Samsung Electronics says in talks with Indian state govts on new factory
2015-03-06 	Samsung Electronics says in talks with Indian state governments on new factory
2015-03-10 	Samsung Electronics raises production target for new Galaxy phones: Electronic Times
2015-03-10 	Samsung Elec raises production target for new Galaxy phones -Electronic Times
2015-03-11 	Samsung Elec says to start won-yuan direct trade on March 16
2015-03-11 	Samsung Electronics says to start won-yuan direct trade on March 16
2015-03-13 	BlackBerry wins dismissal of U.S. lawsuit over BlackBerry 10
2015-03-13 	Toyota signs up as Olympic Games sponsor: IOC
2015-03-14 	Blackberry launches new secure tablet
2015-03-17 	Sony revises third quarter profit upwards in official announcement
2015-03-17 	Sony revises Q3 profit upwards in official announcement
2015-03-23 	S.Korea's Hotel Shilla says to buy stake in US duty-free firm for $105 mln
2015-03-26 	Vietnam industrial zone accident kills 14, 30 injured
2015-03-26 	SoftBank leads group in talks to buy up to $1 bln stake in India's Micromax -sources
2015-03-26 	SoftBank leads group in talks to buy up to $1 billion stake in India's Micromax: sources
2015-03-30 	S.Korea allows brokerages to lend in foreign currencies
2015-03-31 	Samsung Electronics, LG Electronics call off washer spat
2015-03-31 	Samsung Electronics, LG Electronics agree to end legal disputes
2015-04-02 	Indonesia plays hardball with smartphone manufacturers
2015-04-02 	Teardown of new Samsung Galaxy smartphone suggests deeper loss for Qualcomm
2015-04-03 	Consumers withdraw U.S. lawsuit against Google over Android app limits
2015-04-05 	South Korea FX bank deposits fall to 3-mth low in March
2015-04-06 	Samsung Electronics shares rise more than 3 percent ahead of guidance
2015-04-06 	SanDisk stock slide makes company an attractive target-analysts
2015-04-06 	SanDisk stock slide makes company an attractive target: analysts
2015-04-07 	Xiaomi ties up with India retail chain to boost sales
2015-04-08 	Samsung Elec says expects Galaxy S6 models to set new shipments record
2015-04-09 	Apple expects strong demand in smartwatch consumer debut
2015-04-15 	Samsung creates team to make screens for Apple devices: Bloomberg
2015-04-15 	Samsung Electronics says demand for Galaxy S6 models much higher than planned for
2015-04-15 	China's Huawei shows smartphone credentials with P8 launch
